model,training_accuracy,validation_accuracy,test_accuracy,loss,validation_loss,test_loss,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,epochs_run
Compact DenseNet,0.7692170143127441,0.7598284482955933,0.7420753836631775,0.6685853600502014,0.717208981513977,0.7416778802871704,0.7523895382772297,0.7525023177312197,0.7422659932659933,0.7420754087420754,0.7407847390431935,0.7407666015351398,20
Compact Vision Transformer,0.5398641228675842,0.5368120074272156,0.5138471722602844,1.2615216970443726,1.2611974477767944,1.3150110244750977,0.5153388688044631,0.5153277415195276,0.514003367003367,0.5138471805138471,0.499445837038078,0.49935556297141975,20
