model,training_accuracy,validation_accuracy,test_accuracy,loss,validation_loss,test_loss,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,epochs_run
Yuksek basari adayi - CNN + LSTM,0.8401859402656555,0.7862759232521057,0.7684351205825806,0.47613126039505005,0.7129777669906616,0.751537561416626,0.7782385118037238,0.778333785479914,0.7685084175084176,0.7684351017684351,0.7684954003785679,0.7685097623279245,86
Dusuk basari modeli - SimpleRNN,0.3441186845302582,0.3473909795284271,0.3286620080471039,1.876304268836975,1.9123295545578003,1.9049931764602661,0.2757204859137737,0.27568337307832114,0.32855555555555555,0.32866199532866197,0.2732959768233258,0.27330944374738814,34
