model,training_accuracy,validation_accuracy,test_accuracy,loss,validation_loss,test_loss,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,epochs_run
Feature engineered DenseNet,0.839828372001648,0.7748391628265381,0.7617617845535278,0.4954606890678406,0.6426963806152344,0.6841949224472046,0.7689238181534515,0.7689128567964113,0.7618350168350168,0.7617617617617618,0.7578409603408292,0.7577922485243128,20
Feature engineered Vision Transformer,0.6147658228874207,0.5832737684249878,0.5542209148406982,1.0626170635223389,1.1851335763931274,1.2254399061203003,0.5589403867352818,0.5589779360999532,0.5541582491582492,0.5542208875542209,0.5369965598541646,0.5370275215177968,20
